surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1c_json_probes	apache_builds	1	9.44	194	2054	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	2	7.25	149	2054	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	3	4.87	100	2054	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	4	4.63	95	2054	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	5	4.63	95	2054	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	6	4.43	91	2054	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	7	4.24	87	2054	runtime::generated_json::view::string_body_range	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	384	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	8	3.99	82	2054	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	9	2.73	56	2054	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	10	2.68	55	2054	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	11	2.58	53	2054	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	12	2.19	45	2054	<alloc::vec::Vec<u8>>::clear	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	13	1.66	34	2054	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	14	1.66	34	2054	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	15	1.61	33	2054	runtime::generated_json::generated::match_tiny_plain_string_with_cap::<16>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	16	1.61	33	2054	<&mut sonic_rs::serde::de::Deserializer<sonic_rs::reader::Read> as serde_core::de::Deserializer>::deserialize_any::<bbnf_bench::direct_struct::DigestVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/serde/de.rs	454	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	17	1.61	33	2054	<sonic_rs::parser::Parser<sonic_rs::reader::Read>>::skip_space	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs	1229	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	18	1.61	33	2054	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	19	1.61	33	2054	<sonic_rs::parser::Parser<sonic_rs::reader::Read>>::parse_string_raw	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs	886	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	apache_builds	20	1.41	29	2054	<core::option::Option<&u8>>::copied	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/option.rs	2141	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__apache_builds.json.gz
p1c_json_probes	canada	1	8.69	177	2037	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	2	5.69	116	2037	<u32>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	2511	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	3	5.15	105	2037	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	4	5.11	104	2037	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	5	4.86	99	2037	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	6	4.61	94	2037	runtime::generated_json::view::string_body_range	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	384	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	7	4.47	91	2037	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	8	3.63	74	2037	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	9	2.65	54	2037	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	10	2.36	48	2037	<alloc::vec::Vec<u8>>::clear	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	11	2.16	44	2037	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	12	2.11	43	2037	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	13	1.87	38	2037	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	14	1.67	34	2037	<u64>::checked_shl	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	15	1.62	33	2037	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	46	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	16	1.62	33	2037	<sonic_rs::parser::Parser<sonic_rs::reader::Read>>::parse_string_raw	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs	879	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	17	1.57	32	2037	runtime::generated_json::generated::match_tiny_plain_string_with_cap::<8>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	176	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	18	1.57	32	2037	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	19	1.57	32	2037	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	canada	20	1.52	31	2037	<sonic_rs::parser::Parser<sonic_rs::reader::Read>>::skip_one	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs	1439	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__canada.json.gz
p1c_json_probes	citm_catalog	1	8.46	175	2069	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	2	7.06	146	2069	core::intrinsics::rotate_right::<u32>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	3	4.98	103	2069	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	4	4.98	103	2069	<u64>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	2511	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	5	4.83	100	2069	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	6	4.45	92	2069	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	7	4.30	89	2069	<runtime::generated_json::value::JsonNodeKind>::at_cursor	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	29	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	8	3.48	72	2069	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	9	3.29	68	2069	<serde_json::read::SliceRead as serde_json::read::Read>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	562	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	10	2.17	45	2069	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	11	2.13	44	2069	<mimalloc::MiMalloc as core::alloc::global::GlobalAlloc>::alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/mimalloc-0.1.50/src/lib.rs	51	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	12	2.03	42	2069	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	13	1.93	40	2069	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	14	1.88	39	2069	<sonic_rs::reader::PinnedInput>::as_ptr	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs	87	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	15	1.88	39	2069	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	16	1.69	35	2069	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	45	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	17	1.69	35	2069	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	18	1.64	34	2069	<sonic_rs::util::string::StringBlock<sonic_simd::bits::NeonBits>>::new	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/util/string.rs	65	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	19	1.59	33	2069	runtime::generated_json::generated::parse_object_value_at_direct::<bbnf_bench::direct_struct::JsonDigestSink>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	832	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	citm_catalog	20	1.59	33	2069	<sonic_rs::reader::Read as sonic_rs::reader::Reader>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__citm_catalog.json.gz
p1c_json_probes	distinct_values	1	8.70	178	2046	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	2	7.92	162	2046	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs	87	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	3	5.13	105	2046	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	4	4.64	95	2046	bbnf_bench::real_typed_struct::mix	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	2479	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	5	4.64	95	2046	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	6	4.50	92	2046	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	7	3.67	75	2046	runtime::generated_json::view::string_body_range	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	384	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	8	3.52	72	2046	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	9	2.49	51	2046	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	10	2.30	47	2046	<alloc::vec::Vec<u8>>::clear	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	3004	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	11	2.20	45	2046	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	12	2.10	43	2046	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	13	2.10	43	2046	<sonic_rs::reader::Read as sonic_rs::reader::Reader>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs	205	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	14	1.86	38	2046	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	15	1.81	37	2046	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	46	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	16	1.81	37	2046	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	17	1.61	33	2046	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	18	1.56	32	2046	<&mut sonic_rs::serde::de::Deserializer<sonic_rs::reader::Read> as serde_core::de::Deserializer>::deserialize_any::<bbnf_bench::direct_struct::DigestVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/serde/de.rs	454	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	19	1.52	31	2046	core::slice::memchr::memchr	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/slice/memchr.rs	31	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	distinct_values	20	1.47	30	2046	<mimalloc::MiMalloc as core::alloc::global::GlobalAlloc>::alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/mimalloc-0.1.50/src/lib.rs	51	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__distinct_values.json.gz
p1c_json_probes	github_events	1	9.23	187	2025	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	2	8.40	170	2025	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	3	7.70	156	2025	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
